"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AUS088-Set7aB11_S23.final.scaffolds.fasta.nohead.fasta","AUS089-Set7bE2_S2.final.scaffolds.fasta.nohead.fasta","AUS52.fasta","DUN-003B-Set9aC9_S33.final.scaffolds.fasta.nohead.fasta","DUN-004-Set9aC10_S34.final.scaffolds.fasta.nohead.fasta","ILPAO1.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MC_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MC_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MF_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MF_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MH_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MH_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MJ_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MJ_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MK_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MK_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","M_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","M_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","Pseudomonas_aeruginosa_PAO1_107.fna"
"group_450","","hypothetical protein","1","1","1","1","7239","1","389","","248","248","248","","BNMDDFNN_05355","","","","","","","","","","","","","","","","",""
"group_451","","hypothetical protein","1","1","1","1","7733","1","1389","","137","137","137","","","","","","","","","","","","","","LGGGIJGP_00011","","","","",""
"group_452","","hypothetical protein","1","1","1","1","10059","1","5367","","266","266","266","","","","","","","","","","","","","","","","","","JKFCCDBN_00348",""
"group_453","","hypothetical protein","1","1","1","1","8777","1","387","","248","248","248","","","","","","CDBGKAIK_05586","","","","","","","","","","","","",""
"group_454","","hypothetical protein","1","1","1","1","6494","1","5201","","245","245","245","","","","","DEIJMABD_06238","","","","","","","","","","","","","",""
"group_455","","hypothetical protein","1","1","1","1","9027","1","5010","","320","320","320","","","","","DEIJMABD_06048","","","","","","","","","","","","","",""
"group_456","","hypothetical protein","1","1","1","1","10863","1","2561","","248","248","248","CIGDOPNK_00745","","","","","","","","","","","","","","","","","",""
"group_457","","hypothetical protein","1","1","1","1","8216","292","2","","263","263","263","CIGDOPNK_04918","","","","","","","","","","","","","","","","","",""
"group_458","","hypothetical protein","1","1","1","1","10517","33","3","","329","329","329","","","","","DEIJMABD_05706","","","","","","","","","","","","","",""
"group_459","","hypothetical protein","1","1","1","1","11283","2","37","","266","266","266","","","","","DEIJMABD_04915","","","","","","","","","","","","","",""
"group_460","","hypothetical protein","1","1","1","1","8992","197","2","","866","866","866","","","","","DEIJMABD_05202","","","","","","","","","","","","","",""
"phzB2_4","","Phenazine biosynthesis protein PhzB 2","1","1","1","1","9326","1","5357","","419","419","419","","","","","","","","","","","","","","","","","","JKFCCDBN_00352",""
"group_466","phzB2_4","Phenazine biosynthesis protein PhzB 2","1","1","1","1","10459","1","5528","","419","419","419","","","","","","","","","","LEACNAEK_00592","","","","","","","","",""
"phzB2_3","","Phenazine biosynthesis protein PhzB 2","1","1","1","1","9572","1","2536","","245","245","245","","","","","","","","","","","","GNFPCNDJ_00682","","","","","","",""
"group_469","","hypothetical protein","1","1","1","1","710","1","3819","","743","743","743","","","","","","","","","","","","","","LGGGIJGP_04144","","","","",""
"group_470","puuA_2","Gamma-glutamylputrescine synthetase PuuA","1","1","1","1","7002","1","368","","404","404","404","","","","","","","","","","","","GNFPCNDJ_00571","","","","","","",""
"group_4701","","hypothetical protein","1","1","1","1","4135","1","923","","119","119","119","","","","","","","","","","","CABJIOEI_04360","","","","","","","",""
"group_475","kgtP_1","Alpha-ketoglutarate permease","1","1","1","1","6387","1","4652","","731","731","731","","","","","","","","","","","","","","LGGGIJGP_00880","","","","",""
"group_476","","hypothetical protein","1","1","1","1","6502","1","5209","","1334","1334","1334","","","","","DEIJMABD_06230","","","","","","","","","","","","","",""
"group_477","","hypothetical protein","1","1","1","1","9191","1","5366","","602","602","602","","","","","DEIJMABD_01098","","","","","","","","","","","","","",""
"group_478","","hypothetical protein","1","1","1","1","6504","1","5211","","575","575","575","","","","","DEIJMABD_06228","","","","","","","","","","","","","",""
"group_479","","hypothetical protein","1","1","1","1","6503","1","5210","","1442","1442","1442","","","","","DEIJMABD_06229","","","","","","","","","","","","","",""
"zntA_2","","Lead, cadmium, zinc and mercury-transporting ATPase","1","1","1","1","3142","1","807","","2480","2480","2480","","","","","","","","","","","","","","LGGGIJGP_01080","","","","",""
"group_485","rsxD_1","Electron transport complex subunit RsxD","1","1","1","1","1376","1","6379","","476","476","476","","","","","","","","","","","","","","LGGGIJGP_00044","","","","",""
"cpxA_1","","Sensor histidine kinase CpxA","1","1","1","1","1645","1","1641","","569","569","569","","","","","","","","","","","CABJIOEI_00676","","","","","","","",""
"zntA_1","","Lead, cadmium, zinc and mercury-transporting ATPase","1","1","1","1","3890","1","3460","","1148","1148","1148","","","","","","","","","","","CABJIOEI_00947","","","","","","","",""
"thrB_1","","Homoserine kinase","1","1","1","1","6518","1","525","","2558","2558","2558","","","","","","","","","","","","","","LGGGIJGP_00094","","","","",""
"group_49","vgrG1_13","Actin cross-linking toxin VgrG1","1","1","1","1","2543","1","4182","","686","686","686","","","","","","","","","","","","","","","","","BBPGNFAN_05522","",""
"tamB_3","","Translocation and assembly module TamB","1","1","1","1","720","1","1060","","1724","1724","1724","","","","","","","","","","","","","","LGGGIJGP_02140","","","","",""
"group_491","tamB_1","Translocation and assembly module TamB","1","1","1","1","5952","1","1237","","731","731","731","","","","","","","","","","","","","","LGGGIJGP_00633","","","","",""
"group_492","","hypothetical protein","1","1","1","1","1919","1","4992","","962","962","962","","","","","","","","","","","CABJIOEI_00749","","","","","","","",""
"tamB_2","","Translocation and assembly module TamB","1","1","1","1","2886","1","6537","","866","866","866","","","","","","","","","","","CABJIOEI_00784","","","","","","","",""
"group_494","relA_1","GTP pyrophosphokinase","1","1","1","1","6656","1","6138","","653","653","653","","","","","","","","","","","CABJIOEI_01381","","","","","","","",""
"group_495","thrB_1","Homoserine kinase","1","1","1","1","1751","1","6416","","611","611","611","","","","","","","","","","","CABJIOEI_01880","","","","","","","",""
"group_496","tamB_3","Translocation and assembly module TamB","1","1","1","1","4995","1","7237","","1682","1682","1682","","","","","","","","","","","CABJIOEI_02098","","","","","","","",""
"allB","","Allantoinase","1","1","1","1","6585","1","2497","","665","665","665","","","","","","","","","","","CABJIOEI_01048","","","","","","","",""
"allB_1","","Allantoinase","1","1","1","1","4553","1","203","","464","464","464","","","","","","","","","","","","","","LGGGIJGP_04061","","","","",""
"vgrG1_15","","Actin cross-linking toxin VgrG1","1","1","1","1","6488","1","5194","","911","911","911","","","","","DEIJMABD_06244","","","","","","","","","","","","","",""
"uvrA_3","","UvrABC system protein A","1","1","1","1","6769","1","4117","","1970","1970","1970","","","","","","","","","","","","","","LGGGIJGP_03304","","","","",""
"group_502","uvrA_1","UvrABC system protein A","1","1","1","1","6143","1","336","","539","539","539","","","","","","","","","","","","","","LGGGIJGP_00259","","","","",""
"group_504","","hypothetical protein","1","1","1","1","2489","1","3543","","992","992","992","","","","","","","","","","","CABJIOEI_03725","","","","","","","",""
"narZ_4","","Respiratory nitrate reductase 2 alpha chain","1","1","1","1","5049","1","4873","","914","914","914","","","","","","","","","","","","","","LGGGIJGP_00961","","","","",""
"narZ_3","","Respiratory nitrate reductase 2 alpha chain","1","1","1","1","5165","1","4350","","842","842","842","","","","","","","","","","","","","","LGGGIJGP_00865","","","","",""
"narZ_2","","Respiratory nitrate reductase 2 alpha chain","1","1","1","1","4236","1","1881","","773","773","773","","","","","","","","","","","","","","LGGGIJGP_00755","","","","",""
"murA_1","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","1","1","1","1","3200","1","6012","","1259","1259","1259","","","","","","","","","","","CABJIOEI_01701","","","","","","","",""
"mutS_2","","DNA mismatch repair protein MutS","1","1","1","1","3489","1","6524","","1109","1109","1109","","","","","","","","","","","","","","LGGGIJGP_01862","","","","",""
"group_515","","hypothetical protein","1","1","1","1","6500","1","5207","","233","233","233","","","","","DEIJMABD_06232","","","","","","","","","","","","","",""
"group_516","","hypothetical protein","1","1","1","1","7582","1","6919","","314","314","314","","","","","DEIJMABD_06117","","","","","","","","","","","","","",""
"group_517","","hypothetical protein","1","1","1","1","7772","205","1","","449","449","449","","","","","DEIJMABD_02216","","","","","","","","","","","","","",""
"group_519","ltrA","Group II intron-encoded protein LtrA","1","1","1","1","6490","1","5196","","1262","1262","1262","","","","","DEIJMABD_06242","","","","","","","","","","","","","",""
"group_52","vgrG1_1","Actin cross-linking toxin VgrG1","1","1","1","1","7718","1","1356","","683","683","683","","","","","","","","","","","","","","","","BKCAIGBL_00010","","",""
"group_522","","hypothetical protein","1","1","1","1","83","1","5491","","2207","2207","2207","","","","","DEIJMABD_04190","","","","","","","","","","","","","",""
"group_523","","hypothetical protein","1","1","1","1","8618","1","3127","","362","362","362","","","","","","","","","","","","","","","","","","JKFCCDBN_01244",""
"group_527","","hypothetical protein","1","1","1","1","2189","1","7123","","449","449","449","","","","","","","","","","","CABJIOEI_01251","","","","","","","",""
"group_528","recQ_1","ATP-dependent DNA helicase RecQ","1","1","1","1","6064","1","3384","","1958","1958","1958","","","","","","","","","","","CABJIOEI_00404","","","","","","","",""
"group_53","","hypothetical protein","1","1","1","1","7855","1","5199","","170","170","170","","","","","","","","","","","","","","","","","","JKFCCDBN_03654",""
"cysS_2","","Cysteine--tRNA ligase","1","1","1","1","2855","1","897","","476","476","476","","","","","","","","","","","","","","LGGGIJGP_01936","","","","",""
"group_532","cysS_1","Cysteine--tRNA ligase","1","1","1","1","1977","1","6235","","914","914","914","","","","","","","","","","","","","","LGGGIJGP_00649","","","","",""
"group_534","hupB_1","DNA-binding protein HU-beta","1","1","1","1","4131","1","4297","","272","272","272","","","","","","","","","","","CABJIOEI_01950","","","","","","","",""
"flhA_1","","Flagellar biosynthesis protein FlhA","1","1","1","1","2089","1","1973","","3158","3158","3158","","","","","","","","","","","CABJIOEI_02121","","","","","","","",""
"nusA_1","","Transcription termination/antitermination protein NusA","1","1","1","1","4339","1","3293","","905","905","905","","","","","","","","","","","","","","LGGGIJGP_00026","","","","",""
"group_537","flhA_1","Flagellar biosynthesis protein FlhA","1","1","1","1","3557","1","7577","","1205","1205","1205","","","","","","","","","","","","","","LGGGIJGP_02409","","","","",""
"flhA_3","","Flagellar biosynthesis protein FlhA","1","1","1","1","1711","1","3510","","161","161","161","","","","","","","","","","","","","","LGGGIJGP_04500","","","","",""
"gadB","","Glutamate decarboxylase beta","1","1","1","1","6552","1","3236","","1400","1400","1400","","","","","","","","","","","","","","LGGGIJGP_02953","","","","",""
"clcA_1","","H(+)/Cl(-) exchange transporter ClcA","1","1","1","1","6454","1","5915","","992","992","992","","","","","","","","","","","CABJIOEI_00839","","","","","","","",""
"group_54","tuf1_1","Elongation factor Tu","1","1","1","1","7007","1","3161","","1112","1112","1112","","","","","","","","","","","","","","","","","","JKFCCDBN_00265",""
"ldrD_1","","Small toxic polypeptide LdrD","1","1","1","1","6439","1","320","","107","107","107","","","","","","","","","","","CABJIOEI_00984","","","","","","","",""
"narI_1","","Respiratory nitrate reductase 1 gamma chain","1","1","1","1","5885","1","6340","","542","542","542","","","","","","","","","","","","","","LGGGIJGP_00031","","","","",""
"narI_2","","Respiratory nitrate reductase 1 gamma chain","1","1","1","1","1393","1","6671","","371","371","371","","","","","","","","","","","","","","LGGGIJGP_00993","","","","",""
"group_5407","","hypothetical protein","1","1","1","1","6360","1","2254","","254","254","254","","","","","","","","","","","","","","LGGGIJGP_01032","","","","",""
"group_5408","","hypothetical protein","1","1","1","1","5245","1","698","","1136","1136","1136","","","","","","","","","","","","","","LGGGIJGP_04754","","","","",""
"group_5413","","hypothetical protein","1","1","1","1","7280","1","380","","2198","2198","2198","CIGDOPNK_00036","","","","","","","","","","","","","","","","","",""
"group_5414","","hypothetical protein","1","1","1","1","7266","1","381","","266","266","266","CIGDOPNK_00037","","","","","","","","","","","","","","","","","",""
"group_5415","","hypothetical protein","1","1","1","1","7268","1","372","","845","845","845","CIGDOPNK_00039","","","","","","","","","","","","","","","","","",""
"group_5416","","hypothetical protein","1","1","1","1","7267","1","373","","272","272","272","CIGDOPNK_00040","","","","","","","","","","","","","","","","","",""
"rbbA_4","","Ribosome-associated ATPase","1","1","1","1","4669","1","6187","","1382","1382","1382","","","","","","","","","","","","","","LGGGIJGP_03382","","","","",""
"group_5425","","hypothetical protein","1","1","1","1","7653","344","1","","554","554","554","CIGDOPNK_00219","","","","","","","","","","","","","","","","","",""
"rbbA_2","","Ribosome-associated ATPase","1","1","1","1","6282","1","3414","","647","647","647","","","","","","","","","","","","","","LGGGIJGP_00496","","","","",""
"rbbA_3","","Ribosome-associated ATPase","1","1","1","1","2420","1","7549","","626","626","626","","","","","","","","","","","","","","LGGGIJGP_00587","","","","",""
"group_5457","","hypothetical protein","1","1","1","1","9230","1","2725","","1139","1139","1139","CIGDOPNK_00343","","","","","","","","","","","","","","","","","",""
"group_5458","","hypothetical protein","1","1","1","1","9231","1","2726","","1682","1682","1682","CIGDOPNK_00344","","","","","","","","","","","","","","","","","",""
"group_5459","","hypothetical protein","1","1","1","1","9232","1","2727","","1415","1415","1415","CIGDOPNK_00345","","","","","","","","","","","","","","","","","",""
"murG_1","","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","1","1","1","1","5502","1","3977","","1043","1043","1043","","","","","","","","","","","","","","LGGGIJGP_03984","","","","",""
"group_5482","","hypothetical protein","1","1","1","1","9445","1","5312","","227","227","227","CIGDOPNK_00492","","","","","","","","","","","","","","","","","",""
"group_5483","","hypothetical protein","1","1","1","1","9446","1","5313","","131","131","131","CIGDOPNK_00493","","","","","","","","","","","","","","","","","",""
